ordem_doc,ciclo,numero_processo,ano_protocolo,projeto,titulo_norm,proponente,chave_proponente,valor_autorizado,valor_total,valor_autorizado_bruto,valor_total_bruto,flag_valor_suspeito,status,enquadramento,municipio_fonte,municipio_reparado,municipios_es,cod_ibge_lista,n_municipios_es,locais_fora_es,locais_nao_resolvidos,municipio_ausente_na_fonte,tipo_local,municipio_valor,cod_ibge_valor,flag_municipio_incerto,nota_municipio,fonte_url,fonte_pagina,linha_arquivo
241,2024,2023-SCGXC,2023,'Circulação de Espetáculo - Igrejas Históricas Capixabas”,circulacao de espetaculo igrejas historicas capixabas,Programa de Promoção e Assistência Social Casa Verde,programa de promocao e assistencia social,499543.0,499543.0,499543.0,499543.0,False,em_execucao,cota-demais,Vila Velha; Vitória,Vila Velha; Vitória,Vila Velha; Vitória,3205200;3205309,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,15,81
242,2024,2023-BL62F,2023,Festival Batidas do Mundo,festival batidas do mundo,Caju Produções LTDA ME,caju producoes,494000.0,494000.0,494000.0,494000.0,False,concluido,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,16,82
243,2024,2024-HGG9K,2024,#EP10 - ENCONTRO DAS PRETAS 10 ANOS,ep10 encontro das pretas 10 anos,INSTITUTO DAS PRETAS.ORG,instituto das pretas,499999.84,499999.84,499999.84,499999.84,False,concluido,cota-pautados,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,16,83
244,2024,2024-G4CVM,2024,10º TendaLab,10o tendalab,Instituto Brasil de Cultura e Arte - IBCA,instituto brasil de cultura e arte ibca,500000.0,1400139.18,500000.0,1400139.18,False,captacao_expirada,cota-pautados,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,16,84
245,2024,2024-FPDG3,2024,31º Festival de Cinema de Vitória,31o festival de cinema de vitoria,Galpão Produções Artísticas e Culturais LTDA,galpao producoes artisticas e culturais,500000.0,2996038.0,500000.0,2996038.0,False,concluido,cota-pautados,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,16,85
246,2024,2023-1FDSB,2023,73º Encontro Nacional de Folias de Reis - Muqui-ES - 2024,73o encontro nacional de folias de reis muqui es 2024,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE MUQUI - ACE MUQUI,associacao comercial e empresarial de muqui ace muqui,500000.0,500000.0,500000.0,500000.0,False,concluido,cota-pautados,Muqui,Muqui,Muqui,3203809,1,,,False,um_municipio,Muqui,3203809.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,16,86
247,2024,2023-GH3Z0,2023,Exercícios para se lembrar: a performance como método para elaboração de subjetividades,exercicios para se lembrar a performance como metodo para elaboracao de subjetividades,LIMA&SILVA ARTE E CULTURA,lima silva arte e cultura,162000.0,162000.0,162000.0,162000.0,False,captacao_expirada,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,16,87
248,2024,2023-K799N,2023,96ª Festa de São Pedro - Edição 2024,96a festa de sao pedro edicao 2024,Colônia de Pescadores e Aquicultores Z-5 Maria Ortiz,colonia de pescadores e aquicultores z 5 maria ortiz,420484.16,1600000.0,420484.16,1600000.0,False,concluido,cota-pautados,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,16,88
249,2024,2023-XPZLT,2023,Filarmônica de Mulheres do Espírito Santo: música e representatividade,filarmonica de mulheres do espirito santo musica e representatividade,Instituto Todos os Cantos,instituto todos os cantos,440074.42,440074.42,440074.42,440074.42,False,em_execucao,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,16,89
250,2024,2023-LC19F,2023,Compondo na Rua,compondo na rua,W/PAR & ASSOCIADOS LTDA,wpar associados,396394.83,396394.83,396394.83,396394.83,False,em_execucao,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,16,90
251,2024,2023-H4HW1,2023,LO FI JAZZ - Produção Musical,lo fi jazz producao musical,W/PAR Associados,wpar associados,298915.5,298915.5,298915.5,298915.5,False,captacao_expirada,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,16,91
252,2024,2023-HPN9B,2023,"Novas Edições Dos Quadrinhos ""Safrinha""",novas edicoes dos quadrinhos safrinha,Contexto Consultoria E Projetos EIRELI,contexto consultoria e projetos,499866.4,499866.4,499866.4,499866.4,False,captacao_expirada,cota-demais,Guaçuí,Guaçuí,Guaçuí,3202306,1,,,False,um_municipio,Guaçuí,3202306.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,16,92
253,2024,2023-5X79T,2023,MC Arte 2024,mc arte 2024,Movimento Cidade Projetos Criativos LTDA,movimento cidade projetos criativos,500000.0,500000.0,500000.0,500000.0,False,em_execucao,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,16,93
254,2024,2023-GXJLN,2023,Jazz Vitória Festival 2024,jazz vitoria festival 2024,ROTA SERVICE LTDA,rota service,500000.0,500000.0,500000.0,500000.0,False,concluido,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,16,94
255,2024,2023-3RCKP,2023,CAPPITELLA – Festa Do Cappelletti E Da Tagliatella 2023,cappitella festa do cappelletti e da tagliatella 2023,Associação Festa Da Cappitella - AFECAPI,associacao festa da cappitella afecapi,488000.0,488000.0,488000.0,488000.0,False,concluido,cota-fora-rmgv,Nova Venécia,Nova Venécia,Nova Venécia,3203908,1,,,False,um_municipio,Nova Venécia,3203908.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,95
256,2024,2023-MX64B,2023,MARÍA DE BUENOS AIRES,maria de buenos aires,WS PROJETOS CRIATIVOS LTDA,ws projetos criativos,499663.99,499663.99,499663.99,499663.99,False,captacao_expirada,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,96
257,2024,2023-900QG,2023,Reimagina: Praça Costa Pereira,reimagina praca costa pereira,Instituto de Arquitetos do Brasil Depto E Santo,instituto de arquitetos do brasil depto e santo,361677.19,361677.19,361677.19,361677.19,False,captacao_expirada,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,97
258,2024,2023-KBQDW,2023,VII Festival Voadora,vii festival voadora,MM Projetos Culturais Ltda,mm projetos culturais,500000.0,500000.0,500000.0,500000.0,False,captacao_expirada,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,98
259,2024,2023-DJRN3,2023,Calendário Anual De Eventos – Banda de Congo Beatos de São Benedito,calendario anual de eventos banda de congo beatos de sao benedito,ACERBES - Associação Cultural Esportiva e Recreativa Beatos do Espírito Santo,acerbes associacao cultural esportiva e recreativa beatos do espirito santo,285527.75,285527.75,285527.75,285527.75,False,captacao_expirada,cota-demais,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,99
260,2024,2023-6V806,2023,Agenda cultural - 28º Programa de Verão de Atílio Vivácqua/ES,agenda cultural 28o programa de verao de atilio vivacqua es,Associação Oficina da Vida - ONG,associacao oficina da vida ong,126420.0,126420.0,126420.0,126420.0,False,captacao_expirada,cota-fora-rmgv,Atílio Vivacqua,Atílio Vivacqua,Atílio Vivácqua,3200706,1,,,False,um_municipio,Atílio Vivácqua,3200706.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,100
261,2024,2023-5QBHT,2023,Festival de Quadrilhas da Lagoa do Siri,festival de quadrilhas da lagoa do siri,Associação de Salvaguarda do Patrimônio Imaterial Cachoeirense,associacao de salvaguarda do patrimonio imaterial cachoeirense,214824.94,214824.94,214824.94,214824.94,False,captacao_expirada,cota-fora-rmgv,Marataízes,Marataízes,Marataízes,3203320,1,,,False,um_municipio,Marataízes,3203320.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,101
262,2024,2023-L11TR,2023,150 anos da Imigração Italiana no Espírito Santo - Brasil - Exposição Itinerante “As Colônias Italianas no Espírito Santo,150 anos da imigracao italiana no espirito santo brasil exposicao itinerante as colonias italianas no espirito santo,Associação Federativa Comunitá Italiana do Espírito Santo,associacao federativa comunita italiana do espirito santo,347380.4,347380.4,347380.4,347380.4,False,concluido,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,102
263,2024,2023-3WLPF,2023,UMA BREVE HISTORINHA DO MUNDO - O Livro de Elis,uma breve historinha do mundo o livro de elis,Wanya de Siqueira Mayhé,wanya de siqueira mayhe,69371.0,69371.0,69371.0,69371.0,False,em_execucao,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,103
264,2024,2023-B9WNP,2023,Encontro de Folias de Reis de Burarama,encontro de folias de reis de burarama,Associação de Salvaguarda do Patrimônio Imaterial Cachoeirense,associacao de salvaguarda do patrimonio imaterial cachoeirense,185239.66,185239.66,185239.66,185239.66,False,captacao_expirada,cota-fora-rmgv,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,3201209,1,,,False,um_municipio,Cachoeiro de Itapemirim,3201209.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,104
265,2024,2023-NK2V6,2023,"ESCOLA DE FOTÓGRAFOS CEGOS, NOVOS OLHARES: TERRITÓRIOS",escola de fotografos cegos novos olhares territorios,Associação Sociedade Cultura e Arte SOCA,associacao sociedade cultura e arte soca,151159.4,151159.4,151159.4,151159.4,False,concluido,cota-demais,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,105
266,2024,2023-KQRL6,2023,Som das Caieiras - Concertos,som das caieiras concertos,FUNDAÇÃO BENEFICENTE PRAIA DO CANTO,fundacao beneficente praia do canto,500000.0,500000.0,500000.0,500000.0,False,concluido,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,106
267,2024,2023-D6HN5,2023,"""MADALENA""",madalena,R S DE SÁ FILMES E PROJETOS EPP,r s de sa filmes e projetos,499750.46,499750.46,499750.46,499750.46,False,captacao_expirada,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,107
268,2024,2023-PRGRB,2023,FECSTA 7 - FESTIVAL DE CINEMA DE SANTA TERESA - ES,fecsta 7 festival de cinema de santa teresa es,SATIRICA FILMES PRODUÇÕES LTDA,satirica filmes producoes,499900.0,499900.0,499900.0,499900.0,False,concluido,cota-demais,Santa Teresa,Santa Teresa,Santa Teresa,3204609,1,,,False,um_municipio,Santa Teresa,3204609.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,108
269,2024,2023-K4ZQ5,2023,Corpo Afro - Manutenção de Grupo e Manifestações Negro-brasileiras,corpo afro manutencao de grupo e manifestacoes negro brasileiras,COLETIVO EMARANHADO,coletivo emaranhado,160655.76,160655.76,160655.76,160655.76,False,captacao_expirada,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,109
270,2024,2023-N1HRJ,2023,Programa de fortalecimento de jongos e caxambus do sul capixaba,programa de fortalecimento de jongos e caxambus do sul capixaba,Associação de Salvaguarda do Patrimônio Imaterial Cachoeirense,associacao de salvaguarda do patrimonio imaterial cachoeirense,288144.53,288144.53,288144.53,288144.53,False,captacao_expirada,cota-fora-rmgv,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,3201209,1,,,False,um_municipio,Cachoeiro de Itapemirim,3201209.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,110
271,2024,2023-GNGTZ,2023,Turma da Ação,turma da acao,VIANA PROJETOS CULTURAIS LTDA,viana projetos culturais,497638.35,497638.35,497638.35,497638.35,False,concluido,cota-demais,Vargem Alta,Vargem Alta,Vargem Alta,3205036,1,,,False,um_municipio,Vargem Alta,3205036.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,111
272,2024,2023-7ND2S,2023,Marien Calixte Jazz Music Festival 2024,marien calixte jazz music festival 2024,Daniel Gonçalves Morelo ME,daniel goncalves morelo,500000.0,500000.0,500000.0,500000.0,False,concluido,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,112
273,2024,2023-69GRL,2023,Prêmio da Música Capixaba 2024,premio da musica capixaba 2024,Daniel Gonçalves Morelo ME,daniel goncalves morelo,500000.0,500000.0,500000.0,500000.0,False,concluido,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,113
274,2024,2023-M6Q4C,2023,VIAGEM LITERÁRIA,viagem literaria,MB PRODUÇÃO CULTURAL,mb producao cultural,85899.57,85899.57,85899.57,85899.57,False,captacao_expirada,cota-demais,Cariacica,Cariacica,Cariacica,3201308,1,,,False,um_municipio,Cariacica,3201308.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,114
275,2024,2023-MQSDZ,2023,Congo de Máscaras de Roda D’Água de Cariacica-2024,congo de mascaras de roda d agua de cariacica 2024,ASSOCIAÇÃO DE BANDAS DE CONGO DE CARIACICA,associacao de bandas de congo de cariacica,454000.0,706000.0,454000.0,706000.0,False,concluido,cota-pautados,Cariacica,Cariacica,Cariacica,3201308,1,,,False,um_municipio,Cariacica,3201308.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,115
276,2024,2022-08G6P,2022,Festival Bossa & Reggae,festival bossa reggae,MDM Áudio Projetos de Arte Cultura Música e Serviços de Tecnologia Ltda,mdm audio projetos de arte cultura musica e servicos de tecnologia,500000.0,500000.0,500000.0,500000.0,False,captacao_expirada,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,116
277,2024,2022-5KQ5X,2022,“O REI DOS REIS” - “Auto da Paixão de Cristo”,o rei dos reis auto da paixao de cristo,Associação Cultural Circense e Ambiental Uma Floresta,associacao cultural circense e ambiental uma floresta,223040.0,223040.0,223040.0,223040.0,False,captacao_expirada,cota-pautados,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,117
278,2024,2023-ZZB43,2023,Mar Adentro,mar adentro,W/PAR & ASSOCIADOS LTDA,wpar associados,483748.28,483748.28,483748.28,483748.28,False,captacao_expirada,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,118
279,2024,2023-BPTXX,2023,Circuito Cultural: Na batida do atabaque,circuito cultural na batida do atabaque,Movimento Cultural Tambores Esperança,movimento cultural tambores esperanca,120340.0,120340.0,120340.0,120340.0,False,captacao_expirada,cota-demais,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,17,119
280,2024,2023-D7T2H,2023,SALA IMERSIVA PIXXFLUXX,sala imersiva pixxfluxx,PIXXFLUXX PRODUCOES AUDIOVISUAIS LTDA,pixxfluxx producoes audiovisuais,393181.0,393181.0,393181.0,393181.0,False,captacao_expirada,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,120
281,2024,2023-9TV0S,2023,FINA SINTONIA PRESENCIAL E ITINERANTE,fina sintonia presencial e itinerante,Associação Cultural Circense e Ambiental Uma Floresta,associacao cultural circense e ambiental uma floresta,349190.0,349190.0,349190.0,349190.0,False,captacao_expirada,cota-demais,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,121
282,2024,2023-B236K,2023,Consolidação e Restauração das Pinturas Parietais da Antiga Casa de Câmara e Cadeia de Itapemirim,consolidacao e restauracao das pinturas parietais da antiga casa de camara e cadeia de itapemirim,Associação de Salvaguarda do Patrimônio Imaterial Cachoeirense,associacao de salvaguarda do patrimonio imaterial cachoeirense,327542.36,327542.36,327542.36,327542.36,False,captacao_expirada,cota-fora-rmgv,Itapemirim,Itapemirim,Itapemirim,3202801,1,,,False,um_municipio,Itapemirim,3202801.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,122
283,2024,2023-VV8MK,2023,"Festa da Penha 2024 “Ó Vem Conosco, Vem Caminhar!",festa da penha 2024 o vem conosco vem caminhar,Associação dos Amigos do Convento de N.S. da Penha,associacao dos amigos do convento de n s da penha,500000.0,1784200.0,500000.0,1784200.0,False,concluido,cota-pautados,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,123
284,2024,2023-SK4MC,2023,FestReC Pot - Festival Regional da Cultura Popular e Tradicional,festrec pot festival regional da cultura popular e tradicional,INSTITUIÇÃO DE TRADIÇÕES E CULTURA AFRO BRASILEIRA SÃO JUDAS TADEU,instituicao de tradicoes e cultura afro brasileira sao judas tadeu,499969.32,710769.32,499969.32,710769.32,False,captacao_expirada,cota-fora-rmgv,Aracruz,Aracruz,Aracruz,3200607,1,,,False,um_municipio,Aracruz,3200607.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,124
285,2023,2023-MB46K,2023,II FESTIVAL DE MÚSICA PRIMAVERA TERESENSE,ii festival de musica primavera teresense,Associação Comunitária e Cultural Teresense,associacao comunitaria e cultural teresense,315269.65,502127.65,315269.65,502127.65,False,concluido,,Santa Teresa,Santa Teresa,Santa Teresa,3204609,1,,,False,um_municipio,Santa Teresa,3204609.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,2
286,2023,2023-1PRSJ,2023,ENCONTRO DE CULTURAS POPULARES E TRADICIONAIS,encontro de culturas populares e tradicionais,ASSOCIAÇÃO ARTISTICA E FOLCLORICA AFRO BRASILEIRA,associacao artistica e folclorica afro brasileira,365748.0,365748.0,365748.0,365748.0,False,concluido,,Cariacica,Cariacica,Cariacica,3201308,1,,,False,um_municipio,Cariacica,3201308.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,3
287,2023,2022-M4Z22,2022,Orquestra Filarmônica Moderna Brasileira,orquestra filarmonica moderna brasileira,Júlia Cabral Abreu Sodré 09498778752,julia cabral abreu sodre,491982.2,491982.2,491982.2,491982.2,False,captacao_expirada,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,4
288,2023,2023-WMPXZ,2023,Estúdio Escola de Animação,estudio escola de animacao,ATROM PRODUCOES E CONSULTORIA,atrom producoes e consultoria,499998.0,499998.0,499998.0,499998.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,5
289,2023,2023-32MFD,2023,26º Festival de Inverno da Sanfona e da Viola de São Pedro do Itabapoana,26o festival de inverno da sanfona e da viola de sao pedro do itabapoana,Associação dos Moradores da Comunidade de São Pedro do Itabapoana,associacao dos moradores da comunidade de sao pedro do itabapoana,500000.0,1150000.0,500000.0,1150000.0,False,concluido,,Mimoso do Sul,Mimoso do Sul,Mimoso do Sul,3203403,1,,,False,um_municipio,Mimoso do Sul,3203403.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,6
290,2023,2023-KNQFG,2023,Raiar da Liberdade,raiar da liberdade,Associação de Salvaguarda do Patrimônio Imaterial Cachoeirense,associacao de salvaguarda do patrimonio imaterial cachoeirense,202999.26,202999.26,202999.26,202999.26,False,concluido,,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,3201209,1,,,False,um_municipio,Cachoeiro de Itapemirim,3201209.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,7
291,2023,2023-RT9Q4,2023,É isso mesmo produção?! Memória feminina do teatro capixaba,e isso mesmo producao memoria feminina do teatro capixaba,Porto e Stein Produções LTDA-ME,porto e stein producoes,257777.29,257777.29,257777.29,257777.29,False,captacao_expirada,,Itapemirim,Itapemirim,Itapemirim,3202801,1,,,False,um_municipio,Itapemirim,3202801.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,8
292,2023,2023-F8CC5,2023,Festival MC 2024,festival mc 2024,Movimento Cidade Projetos Criativos LTDA,movimento cidade projetos criativos,500000.0,500000.0,500000.0,500000.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,9
293,2023,2023-72GQM,2023,Capacitação para fazedores de alegorias e adereços da Escola de Samba Unidos da Piedade,capacitacao para fazedores de alegorias e aderecos da escola de samba unidos da piedade,Instituto Raízes,instituto raizes,499863.38,499863.38,499863.38,499863.38,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,10
294,2023,2023-5S87C,2023,II Festival Regional de Teatro Infantil – Troféu Pássaro de Fogo,ii festival regional de teatro infantil trofeu passaro de fogo,J B Vita Producoes De Arte,j b vita producoes de arte,494965.6,494965.6,494965.6,494965.6,False,captacao_expirada,,Cariacica,Cariacica,Cariacica,3201308,1,,,False,um_municipio,Cariacica,3201308.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,11
295,2023,2023-QQ6B5,2023,Carnaval Folclórico dos Bois Pintadinhos de Muqui-ES – 2024,carnaval folclorico dos bois pintadinhos de muqui es 2024,Regiao Sul Capixaba Dos Vales E Cafe Convention & Visitors Bureau,regiao sul capixaba dos vales e cafe convention visitors bureau,500000.0,500000.0,500000.0,500000.0,False,concluido,,Muqui,Muqui,Muqui,3203809,1,,,False,um_municipio,Muqui,3203809.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,12
296,2023,2023-5XV0S,2023,Convergência Cultural,convergencia cultural,Associação Cultural Rerigtiba,associacao cultural rerigtiba,499999.94,499999.94,499999.94,499999.94,False,captacao_expirada,,Anchieta,Anchieta,Anchieta,3200409,1,,,False,um_municipio,Anchieta,3200409.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,13
297,2023,2023-XP8G3,2023,Mostra Povoar,mostra povoar,RV Vagmaker Produtora,rv vagmaker produtora,499271.88,499271.88,499271.88,499271.88,False,concluido,,São Mateus,São Mateus,São Mateus,3204906,1,,,False,um_municipio,São Mateus,3204906.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,14
298,2023,2022-TPG5Z,2022,Projeto Travessia,projeto travessia,Mover-se Cia. de Dança,mover se cia de danca,487982.36,487982.36,487982.36,487982.36,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,18,15
299,2023,2022-2NDS4,2022,A Paixão Segundo São João de J. S. Bach (Residência Artística),a paixao segundo sao joao de j s bach residencia artistica,Fernando Coelho Sabino 98400207149,fernando coelho sabino,161912.01,161912.01,161912.01,161912.01,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,19,16
300,2023,2023-42TC3,2023,Escola De Música Tocando Em Frente,escola de musica tocando em frente,Programa de Promoção e Assistência Social - Casa Verde,programa de promocao e assistencia social,499560.0,499560.0,499560.0,499560.0,False,concluido,,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,3201209,1,,,False,um_municipio,Cachoeiro de Itapemirim,3201209.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,19,17
301,2023,2023-7S305,2023,Festival Iriri Choro e Samba,festival iriri choro e samba,Instituto Cultural Música Viva,instituto cultural musica viva,499879.61,499879.61,499879.61,499879.61,False,captacao_expirada,,Anchieta,Anchieta,Anchieta,3200409,1,,,False,um_municipio,Anchieta,3200409.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,19,18
302,2023,2022-660J2,2022,Baía de Vitória: outras margens possíveis,baia de vitoria outras margens possiveis,Daus Design Arquitetura Urbanismo Sustentaveis LTDA,daus design arquitetura urbanismo sustentaveis,498176.0,498176.0,498176.0,498176.0,False,concluido,,Vitória; Vila Velha; Cariacica; Serra,Vitória; Vila Velha; Cariacica; Serra,Vila Velha; Cariacica; Vitória; Serra,3205200;3201308;3205309;3205002,4,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,19,19
303,2023,2023-WTBGJ,2023,Formemus,formemus,MM Projetos Culturais,mm projetos culturais,500000.0,962416.64,500000.0,962416.64,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,19,20
304,2023,2023-VM876,2023,Restauração e revitalização do casarão Família Baptista,restauracao e revitalizacao do casarao familia baptista,"CAEPES - Castiglioni Consultoria, Assessoria, Estdos e Pesquisas Educacionais Ltda",caepes castiglioni consultoria assessoria estdos e pesquisas educacionais,163797.08,163797.08,163797.08,163797.08,False,concluido,,João Neiva,João Neiva,João Neiva,3203130,1,,,False,um_municipio,João Neiva,3203130.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,19,21
305,2023,2023-FK5W3,2023,R2R Música para Todos,r2r musica para todos,Instituto Viva Vida,instituto viva vida,500000.0,500000.0,500000.0,500000.0,False,concluido,,Vitória; Serra; Vila Velha,Vitória; Serra; Vila Velha,Vila Velha; Vitória; Serra,3205200;3205309;3205002,3,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,19,22
306,2023,2023-8N872,2023,NADO,nado,Claraboia Imagem e Comunicação LTDA,claraboia imagem e comunicacao,500000.0,729120.55,500000.0,729120.55,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,19,23
