ordem_doc,ciclo,numero_processo,ano_protocolo,projeto,titulo_norm,proponente,chave_proponente,valor_autorizado,valor_total,valor_autorizado_bruto,valor_total_bruto,flag_valor_suspeito,status,enquadramento,municipio_fonte,municipio_reparado,municipios_es,cod_ibge_lista,n_municipios_es,locais_fora_es,locais_nao_resolvidos,municipio_ausente_na_fonte,tipo_local,municipio_valor,cod_ibge_valor,flag_municipio_incerto,nota_municipio,fonte_url,fonte_pagina,linha_arquivo
421,2022,2022-PC04X,2022,Latasha,latasha,Finordia Produções Culturais Ltda,finordia producoes culturais,450000.0,450000.0,450000.0,450000.0,False,captacao_expirada,,Vitória; Serra; Vila Velha,Vitória; Serra; Vila Velha,Vila Velha; Vitória; Serra,3205200;3205309;3205002,3,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,25
422,2022,2022-9NT8C,2022,"2o Festival De Caxambu De Pedra Branca 'Fé, Raça Em Um Só Coração”",2o festival de caxambu de pedra branca fe raca em um so coracao,Fábio Ravera Lyrio MEI,fabio ravera lyrio,162000.0,162000.0,162000.0,162000.0,False,concluido,,Vargem Alta; Castelo; Cachoeiro de Itapemirim; Caparaó e,Vargem Alta; Castelo; Cachoeiro de Itapemirim; Caparaó e,Cachoeiro de Itapemirim; Vargem Alta; Castelo,3201209;3205036;3201407,3,,caparao (região do Caparaó (não há município do ES com esse nome; o homônimo é de MG)),False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,26
423,2022,2022-Z2R6J,2022,As Quatro Estações de Vivaldi,as quatro estacoes de vivaldi,Washington Luiz Sieleman Almeida 01995900796,washington luiz sieleman almeida,161997.98,161997.98,161997.98,161997.98,False,concluido,,Marataízes Vila Velha; Serra; Domingos Martins,Marataízes Vila Velha; Serra; Domingos Martins,Domingos Martins; Marataízes; Vila Velha; Serra,3201902;3203320;3205200;3205002,4,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,27
424,2022,2022-49MMM,2022,Moqueca Pop Festival,moqueca pop festival,Jupter Produção Cultural Capixaba,jupter producao cultural capixaba,314563.15,314563.15,314563.15,314563.15,False,concluido,,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,3201209,1,,,False,um_municipio,Cachoeiro de Itapemirim,3201209.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,28
425,2022,2022-W3TL3,2022,"Gravações, em Muqui, de cenas do filme ""De tanto amar""",gravacoes em muqui de cenas do filme de tanto amar,Região Sul Capixaba dos Vales e Café Convention & Visitours Bureau,regiao sul capixaba dos vales e cafe convention visitors bureau,500000.0,565000.0,500000.0,565000.0,False,captacao_expirada,,Muqui,Muqui,Muqui,3203809,1,,,False,um_municipio,Muqui,3203809.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,29
426,2022,2022-9RVGV,2022,6ª edição Manguinhos Jazz & Blues Festival,6a edicao manguinhos jazz blues festival,Júlia Cabral Abreu Sodré 09498778752,julia cabral abreu sodre,500000.0,500000.0,500000.0,500000.0,False,concluido,,Serra,Serra,Serra,3205002,1,,,False,um_municipio,Serra,3205002.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,30
427,2022,2022-0PP25,2022,5@ Sinfônica Igrejas Históricas Capixabas,5 sinfonica igrejas historicas capixabas,Programa de Promoção e Assistência Social,programa de promocao e assistencia social,299510.0,299510.0,299510.0,299510.0,False,concluido,,Vitória; Muqui; Castelo; Venda Nova; Domingos,Vitória; Muqui; Castelo; Venda Nova; Domingos Martins,Domingos Martins; Venda Nova do Imigrante; Castelo; Vitória; Muqui,3201902;3205069;3201407;3205309;3203809,5,,,False,varios_municipios,,,True,"transbordo 2022-0PP25->2022-KSSWD ('Domingos'+'Martins'='Domingos Martins', papel A); ",https://secult.es.gov.br/lista-de-projetos-habilitados,25,31
428,2022,2022-KSSWD,2022,Festival Nacional De Capoeira,festival nacional de capoeira,Ludmila Rodrigues Gramelisch,ludmila rodrigues gramelisch,158560.0,158560.0,158560.0,158560.0,False,concluido,,Martins; Alegre Cariacica,Alegre Cariacica,Cariacica; Alegre,3201308;3200201,2,,,False,varios_municipios,,,True,"transbordo 2022-0PP25->2022-KSSWD ('Domingos'+'Martins'='Domingos Martins', papel B); ",https://secult.es.gov.br/lista-de-projetos-habilitados,25,32
429,2022,2022-R4GNW,2022,72º Encontro Nacional de Folias de Reis – Muqui/ES,72o encontro nacional de folias de reis muqui es,Região Sul Capixaba dos Vales e Café Convention & Visitours Bureau;,regiao sul capixaba dos vales e cafe convention visitors bureau,311332.0,311332.0,311332.0,311332.0,False,concluido,,Muqui,Muqui,Muqui,3203809,1,,,False,um_municipio,Muqui,3203809.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,33
430,2022,2022-1KLD7,2022,“E quem se importa?” - Distribuição e Comercialização de longa-metragem,e quem se importa distribuicao e comercializacao de longa metragem,Andaluz Producoes LTDA-ME,andaluz producoes,408881.87,408881.87,408881.87,408881.87,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,34
431,2022,2022-8VR5D,2022,"Festival Roda de Boteco, Colatina-ES",festival roda de boteco colatina es,Conexxo Servicos e Gestao de Eventos,conexxo servicos e gestao de eventos,473000.0,643950.0,473000.0,643950.0,False,concluido,,Colatina,Colatina,Colatina,3201506,1,,,False,um_municipio,Colatina,3201506.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,35
432,2022,2022-BFTK4,2022,Escola de Música Tocando em Frente,escola de musica tocando em frente,Programa de Promoção e Assistência Social - Casa Verde,programa de promocao e assistencia social,200370.0,200370.0,200370.0,200370.0,False,concluido,,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,3201209,1,,,False,um_municipio,Cachoeiro de Itapemirim,3201209.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,36
433,2022,2022-82W8Z,2022,Orquestra Brasileira De Cantores Cegos,orquestra brasileira de cantores cegos,Associação Sociedade Cultura e Arte SOCA,associacao sociedade cultura e arte soca,492965.0,492965.0,492965.0,492965.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,37
434,2022,2022-2SR6P,2022,Websérie Palavra Negra - 3° Temporada,webserie palavra negra 3 temporada,Bule Estudio Criativo Produções Artísticas LTDA,bule estudio criativo producoes artisticas,224779.57,224779.57,224779.57,224779.57,False,captacao_expirada,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,38
435,2022,2022-6BDP7,2022,Vazante,vazante,Lúmen Produções Audiovisuais LTDA,lumen producoes audiovisuais,320000.0,320000.0,320000.0,320000.0,False,captacao_expirada,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,39
436,2022,2022-MVWBR,2022,Festival Nacional De Teatro De Cidade De Vitoria 18a Edição,festival nacional de teatro de cidade de vitoria 18a edicao,Associação Cultural Circense E Ambiental Uma Floresta,associacao cultural circense e ambiental uma floresta,487000.0,727000.0,487000.0,727000.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,40
437,2022,2022-20250,2022,“IV Festival Internacional De Violão Do Espírito Santo (FIVES) e V Concurso Latino-Americano De Violão Maurício De,iv festival internacional de violao do espirito santo fives e v concurso latino americano de violao mauricio de,Acordes Centro De Música E Artes Ltda,acordes centro de musica e artes,135178.09,135178.09,135178.09,135178.09,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,41
438,2022,2022-Q292N,2022,"Oliveira” “Nada Me Falta”, Videografia De Mulheres: Cegas, Surdas E Videntes-Ouvintes Em Interação",oliveira nada me falta videografia de mulheres cegas surdas e videntes ouvintes em interacao,Associação Sociedade Cultura E Arte Soca,associacao sociedade cultura e arte soca,321795.0,321795.0,321795.0,321795.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,42
439,2022,2022-LR2T1,2022,Vírgula,virgula,Porto e Stein Produções Ltda - ME,porto e stein producoes,114625.44,114625.44,114625.44,114625.44,False,concluido,,Vitória; Colatina; Castelo; Itaguaçu; Aracruz; Aracruz,Vitória; Colatina; Castelo; Itaguaçu; Aracruz; Aracruz,Colatina; Itaguaçu; Aracruz; Castelo; Vitória,3201506;3202702;3200607;3201407;3205309,5,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,43
440,2022,2022-67RVF,2022,Bekoo das Pretas Festival/Bkdp Festival,bekoo das pretas festival bkdp festival,Instituto das Pretas.Org,instituto das pretas,468217.0,1974921.75,468217.0,1974921.75,False,concluido,,Cariacica,Cariacica,Cariacica,3201308,1,,,False,um_municipio,Cariacica,3201308.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,44
441,2022,2022-Z91ZF,2022,O Canto do Beija Flor,o canto do beija flor,Reverence Studio de Dança LTDA,reverence studio de danca,30861.6,30861.6,30861.6,30861.6,False,concluido,,Vitória; Costa Rica,Vitória; Costa Rica,Vitória,3205309,1,,costa rica (local não identificado (provavelmente fora do ES)),False,um_municipio_mais_outros_locais,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,25,45
442,2022,2022-PHX83,2022,Montanhas Contemporâneas Capixabas,montanhas contemporaneas capixabas,Pedro Emilio E Silva Martins - ME,pedro emilio e silva martins,472723.0,472723.0,472723.0,472723.0,False,concluido,,Domingos Martins; Venda Nova do Imigrante; Vargem,Domingos Martins; Venda Nova do Imigrante; Vargem Alta,Venda Nova do Imigrante; Domingos Martins; Vargem Alta,3205069;3201902;3205036,3,,,False,varios_municipios,,,True,"transbordo 2022-PHX83->2022-87D66 ('Vargem'+'Alta'='Vargem Alta', papel A); ",https://secult.es.gov.br/lista-de-projetos-habilitados,25,46
443,2022,2022-87D66,2022,Música e Artes na Capital Vitória/ES,musica e artes na capital vitoria es,ASSOCIAÇÃO ALEF BET,associacao alef bet,382721.25,382721.25,382721.25,382721.25,False,concluido,,Alta Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,True,"transbordo 2022-PHX83->2022-87D66 ('Vargem'+'Alta'='Vargem Alta', papel B); ",https://secult.es.gov.br/lista-de-projetos-habilitados,25,47
444,2022,2022-4LJGV,2022,Coral Arcelor,coral arcelor,Daniel Gonçalves Morelo ME,daniel goncalves morelo,499927.52,499927.52,499927.52,499927.52,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,48
445,2022,2022-L2BVZ,2022,24o Festival De Inverno Da Sanfona E Da Viola De São Pedro Do Itabapoana,24o festival de inverno da sanfona e da viola de sao pedro do itabapoana,Associação Dos Moradores Da Comunidade De São Pedro Do Itabapoana.,associacao dos moradores da comunidade de sao pedro do itabapoana,277648.0,821844.9,277648.0,821844.9,False,concluido,,Mimoso do Sul,Mimoso do Sul,Mimoso do Sul,3203403,1,,,False,um_municipio,Mimoso do Sul,3203403.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,49
446,2022,2022-Z1XJQ,2022,Festival CRIAS.LAB,festival crias lab,Puri Produções E Eventos LTDA,puri producoes e eventos,500000.0,500000.0,500000.0,500000.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,50
447,2022,2022-WHK4V,2022,29o Festival de Cinema de Vitória,29o festival de cinema de vitoria,Galpão Produções Artísticas e Culturais LTDA,galpao producoes artisticas e culturais,500000.0,2053328.4,500000.0,2053328.4,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,51
448,2022,2022-K3M60,2022,A Trupe Barroca - Concerto De Natal 2022,a trupe barroca concerto de natal 2022,Fernando Coelho Sabino MEI,fernando coelho sabino,160583.58,160583.58,160583.58,160583.58,False,concluido,,Vila Velha,Vila Velha,Vila Velha,3205200,1,,,False,um_municipio,Vila Velha,3205200.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,52
449,2022,2022-P2FN3,2022,CAPPITELLA – Festa Do Cappelletti E Da Tagliatella,cappitella festa do cappelletti e da tagliatella,Associação Festa Da Cappitella - Afecapi,associacao festa da cappitella afecapi,380003.78,673623.22,380003.78,673623.22,False,concluido,,Nova Venécia,Nova Venécia,Nova Venécia,3203908,1,,,False,um_municipio,Nova Venécia,3203908.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,53
450,2022,2022-XX9K7,2022,2º Ventania.Lab - Residência Audiovisual,2o ventania lab residencia audiovisual,Ventania Produções Audiovisuais,ventania producoes audiovisuais,250000.0,250000.0,250000.0,250000.0,False,captacao_expirada,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,54
451,2022,2022-F0975,2022,Vitória Mostra Docs,vitoria mostra docs,Andaluz Produções LTDA-ME,andaluz producoes,302210.73,302210.73,302210.73,302210.73,False,captacao_expirada,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,55
452,2022,2022-S80KH,2022,7a TendaLab,7a tendalab,Galpão Produções Artísticas e Culturais LTDA,galpao producoes artisticas e culturais,500000.0,800000.0,500000.0,800000.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,56
453,2022,2022-ZZ8WC,2022,Do Forte da Barra ao Batalhão Tibúrcio: cinco séculos de história,do forte da barra ao batalhao tiburcio cinco seculos de historia,Pro Texto Comunicação E Cultura Ltda,pro texto comunicacao e cultura,244720.0,244720.0,244720.0,244720.0,False,concluido,,Vitória; Vila Velha,Vitória; Vila Velha,Vila Velha; Vitória,3205200;3205309,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,57
454,2022,2022-DK8GT,2022,Festival MoV.Cidade 2022,festival mov cidade 2022,Puri Produções e Eventos LTDA,puri producoes e eventos,500000.0,500000.0,500000.0,500000.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,58
455,2022,2022-PHLMS,2022,Permear o Museu,permear o museu,SYU EMPREENDEDORISMO SA,syu empreendedorismo,264924.33,264924.33,264924.33,264924.33,False,captacao_expirada,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,59
456,2022,2022-05N9Z,2022,Singulares,singulares,Gustavo Binda Faria 11028553757,gustavo binda faria,130994.41,130994.41,130994.41,130994.41,False,concluido,,Aracruz; Anchieta; Vitória; Viana; Serra,Aracruz; Anchieta; Vitória; Viana; Serra,Anchieta; Aracruz; Vitória; Serra; Viana,3200409;3200607;3205309;3205002;3205101,5,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,60
457,2022,2022-R8BJK,2022,Festival de Música Erudita do Espírito Santo - Edição especial 10 anos,festival de musica erudita do espirito santo edicao especial 10 anos,Companhia de Ópera do Espírito Santo,companhia de opera do espirito santo,462909.0,1703009.0,462909.0,1703009.0,False,concluido,,Vitória; Serra,Vitória; Serra,Vitória; Serra,3205309;3205002,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,61
458,2022,2022-M5V6Q,2022,Corpo Afro - Manutenção de Grupo e Manifestações Negro-brasileiras,corpo afro manutencao de grupo e manifestacoes negro brasileiras,Bule Estúdio Criativo Produções Artísticas LTDA,bule estudio criativo producoes artisticas,271215.0,271215.0,271215.0,271215.0,False,concluido,,Vitória,Vitória,Vitória,3205309,1,,,False,um_municipio,Vitória,3205309.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,62
459,2022,2022-RWW2K,2022,9a edição do Festival Internacional De Jazz e Bossa De Santa Teresa,9a edicao do festival internacional de jazz e bossa de santa teresa,Rota Service Ltda,rota service,500000.0,700000.0,500000.0,700000.0,False,concluido,,Santa Teresa,Santa Teresa,Santa Teresa,3204609,1,,,False,um_municipio,Santa Teresa,3204609.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,63
460,2022,2022-JJS7Q,2022,"""Mais Cultura Nas Escolas""",mais cultura nas escolas,Eleandro da Silva,eleandro da silva,100000.0,100000.0,100000.0,100000.0,False,concluido,,Cariacica,Cariacica,Cariacica,3201308,1,,,False,um_municipio,Cariacica,3201308.0,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,64
461,2022,2022-MWSV5,2022,5º FECSTA - Festival De Cinema De Santa Teresa,5o fecsta festival de cinema de santa teresa,Satírica Filmes Produçôes LTDA,satirica filmes producoes,441294.25,441294.25,441294.25,441294.25,False,concluido,,Vitória; Santa Teresa; Viana,Vitória; Santa Teresa; Viana,Santa Teresa; Vitória; Viana,3204609;3205309;3205101,3,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,65
462,2022,2022-MRJRS,2022,"Escola De Fotógrafos Cegos e Exposição:"" Quando Fecho os Olhos Vejo Mais Perto""",escola de fotografos cegos e exposicao quando fecho os olhos vejo mais perto,Associação Sociedade Cultura e Arte SOCA,associacao sociedade cultura e arte soca,468965.0,468965.0,468965.0,468965.0,False,concluido,,Vitória; Vila Velha,Vitória; Vila Velha,Vila Velha; Vitória,3205200;3205309,2,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,66
463,2022,2022-HZ46T,2022,"Montagem e turnê do espetáculo teatral ""A SÓS""",montagem e turne do espetaculo teatral a sos,Grupo Teatral Caparaó,grupo teatral caparao,219434.87,219434.87,219434.87,219434.87,False,concluido,,Alegre; Guaçuí; Afonso Cláudio; Castelo; Cariacica; Itaguaçu; Montanha; Rio Novo do Sul; Viana; Serra; Vitória,Alegre; Guaçuí; Afonso Cláudio; Castelo; Cariacica; Itaguaçu; Montanha; Rio Novo do Sul; Viana; Serra; Vitória,Rio Novo do Sul; Afonso Cláudio; Cariacica; Itaguaçu; Montanha; Castelo; Vitória; Alegre; Guaçuí; Serra; Viana,3204401;3200102;3201308;3202702;3203502;3201407;3205309;3200201;3202306;3205002;3205101,11,,,False,varios_municipios,,,False,,https://secult.es.gov.br/lista-de-projetos-habilitados,26,67
